iteration,game,cost_per_game_average
1.0029585798816567,1,0.0016683192661975316
1.0059171597633136,2,0.0005145650518463027
1.0088757396449703,3,0.00923859559378748
1.0029585798816567,1,0.001589244214491556
1.0059171597633136,2,0.000489414992319976
1.0088757396449703,3,0.008762185879191975
1.0118343195266273,4,0.000723553497299403
1.014792899408284,5,0.000681677036791939
1.017751479289941,6,0.011344186070942897
1.0029585798816567,1,0.0016446773654005635
1.0059171597633136,2,0.0005057656834499053
1.0088757396449703,3,0.009052796029717314
1.0118343195266273,4,0.0007464178145509873
1.014792899408284,5,0.0007045232865493745
1.017751479289941,6,0.011742398919295738
1.0236686390532543,8,0.00039463297624903697
1.0266272189349113,9,0.003995262725089566
1.029585798816568,10,0.000554977742077816
1.032544378698225,11,0.0007073905012800553
1.0355029585798816,12,0.00027750649634299406
1.0384615384615385,13,0.001290772194725065
1.0414201183431953,14,0.020089059566828382
1.044378698224852,15,0.0018633032266017415
1.047337278106509,16,0.0009558357714013255
1.0502958579881656,17,0.0046375478132880356
1.0532544378698225,18,0.002200269927335352
1.0562130177514792,19,0.0004928610044316328
1.0591715976331362,20,0.00018604061551310297
1.0621301775147929,21,0.00021099249319276068
1.0650887573964498,22,0.0011380413530105216
1.0680473372781065,23,0.0032174945508845155
1.0710059171597632,24,0.00034262581385613444
1.0739644970414202,25,0.0003752984059664631
1.0769230769230769,26,0.0016907317392877985
1.0798816568047338,27,0.00022342306647786886
1.0828402366863905,28,0.00038346963310124477
1.0857988165680474,29,0.0009511882826592766
1.0887573964497042,30,0.0003161883132936083
1.0917159763313609,31,0.0005502282085397633
1.0946745562130178,32,0.001719663274083619
1.0976331360946745,33,0.0033334368085059887
1.1005917159763314,34,0.0002454593672837291
1.1035502958579881,35,0.007320823089685291
1.106508875739645,36,0.002225107147674115
1.1094674556213018,37,0.0015410574038128289
1.1124260355029585,38,0.0007930953295840482
1.1153846153846154,39,0.0009553900972605334
1.1183431952662721,40,0.0003659220247819966
1.121301775147929,41,0.0017612657391339326
1.1242603550295858,42,0.0007019312488824945
1.1272189349112427,43,0.0055071027018129826
1.1301775147928994,44,0.0002806290663746343
1.1331360946745561,45,0.0011981432419815973
1.136094674556213,46,0.00035560813817295744
1.1390532544378698,47,0.00047600915818803825
1.1420118343195267,48,0.009688387619624856
1.1449704142011834,49,0.0005228904792602407
1.1479289940828403,50,0.0005773584616740798
1.150887573964497,51,0.0011067142409046937
1.1538461538461537,52,0.00019724822579973987
1.1568047337278107,53,0.005082851741462946
1.1597633136094674,54,0.0007341308766107042
1.1627218934911243,55,0.0059010847471654415
1.165680473372781,56,0.0009817666694289073
1.168639053254438,57,0.002171573336113397
1.1715976331360947,58,0.001303209294746921
1.1745562130177514,59,0.0004872968923355832
1.1775147928994083,60,0.0008516318157489877
1.180473372781065,61,0.0001643836973095819
1.183431952662722,62,0.00030152100963221073
1.1863905325443787,63,0.0011384894945270692
1.1893491124260356,64,0.00024372434663914814
1.1923076923076923,65,0.00024358222376106605
1.195266272189349,66,0.0001476776331635461
1.198224852071006,67,0.0004433698777575046
1.2011834319526626,68,0.0001040063382372958
1.2041420118343196,69,0.00022319930201988695
1.2071005917159763,70,0.00015487202442727722
1.2100591715976332,71,0.0002147081017068665
1.21301775147929,72,9.352052858275783e-05
1.2159763313609466,73,0.0003407527441747031
1.2189349112426036,74,0.00130612333228943
1.2218934911242603,75,0.0005160132463061018
1.2248520710059172,76,0.0013814098438160727
1.227810650887574,77,0.00014716139825395657
1.2307692307692308,78,0.0004817897800586996
1.2337278106508875,79,0.0002621221288033363
1.2366863905325443,80,0.0007043100431474159
1.2396449704142012,81,0.00016762203320534277
1.242603550295858,82,0.0002727840599618503
1.2455621301775148,83,0.0002350222194523025
1.2485207100591715,84,6.542542350176619e-05
1.2514792899408285,85,0.0001513851406861218
1.2544378698224852,86,0.0005068391905069802
